Status,Date,Title,Price,Price_units,Amount,Amount_units,Waste_type
Открыто,2019-05-11,Биг беги пп ,300.0,₽/шт.,150.0,шт.,Пластик
Открыто,2019-05-08,Вторичная гранула Полипропилена ПП ,69.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2019-05-07,отдам бесплатно,0,₽,40.0,кг.,Пластик
Сделка закрыта,2019-05-07,"Предлагаем вторичную гранулу ПП на литье , с ПТР 10 ",39.0,₽/кг.,50000.0,кг.,Пластик
Открыто,2019-05-07,Гранула полимерная (черная),54.0,₽/кг.,50.0,т.,Пластик
Открыто,2019-05-07,продам стрейч,37.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2019-05-22,Продадим отходы производства РТИ,10.0,₽/т.,1.0,т.,Резина
Открыто,2019-05-22,Гранулы ,45.0,₽/кг.,1.0,кг.,Пластик
Открыто,2019-05-22,продам ПВХ пленку мебельную,1.0,₽/кг.,50000.0,кг.,Пластик
Открыто,2019-05-22,Отдам стекло,0,₽,300.0,кг.,Стекло
Открыто,2019-05-21,Продам гранулы ПВД на литье,45.0,₽/т.,10000.0,т.,Пластик
Сделка закрыта,2019-05-21, Прессованный картон,8.0,₽/кг.,2000.0,кг.,Макулатура
Открыто,2019-05-21,Пленка ПВД ПНД после сортировки ТКО,10000.0,₽/т.,60.0,т.,Пластик
Открыто,2019-05-20,Отдадим акрил в рамках,1.0,₽/т.,10.0,т.,Пластик
Открыто,2019-05-20,Приобретем Канистру  и бочку ПНД б/у прессованную и непрессованную,35.0,₽/кг.,1000.0,кг.,Пластик
Открыто,2019-05-20,"Реализуем сечку ПЭТ, отходы ванн флотации",1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2019-05-19,Продаем прозрачная плёнка ПНД/ПНДВ/стрейч микс в кипах под мойку,20.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2019-05-17,Продам мешки б/у,10.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2019-05-17,Продам канистры ПНД,34.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2019-05-17,Продаю,10.0,₽/кг.,5000.0,кг.,Текстиль
Открыто,2019-05-16,Дробленка упм 825,63.0,₽/кг.,50000.0,кг.,Пластик
Открыто,2019-05-16,упм 825,85.0,₽/кг.,50000.0,кг.,Пластик
Открыто,2019-05-16,Картон прессованный,9.0,₽/кг.,2.0,т.,Макулатура
Открыто,2019-05-16,Продам,48.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2019-05-15,"Продам ПЭТ-флекс прозрачный, коричневый",30.0,₽/кг.,2000.0,кг.,Пластик
Сделка закрыта,2019-05-14,Гранула ПП,45.0,₽/кг.,3000.0,кг.,Пластик
Открыто,2019-05-07,продам ПП мешки,14.0,₽/кг.,60000.0,кг.,Пластик
Открыто,2019-05-07,продам ПП дробленный ,40.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2019-05-06,Картон прессованный,8.0,₽/кг.,2000.0,т.,Макулатура
Открыто,2019-05-06,Реализуем сечку ПЭТ,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2019-05-06,Гранула ПП ,76.0,₽/кг.,100.0,т.,Пластик
Открыто,2019-05-04,Продам ПВД пленку прозрачку под мойку (вкладышь),35.0,₽/т.,10.0,т.,Пластик
Открыто,2019-05-03,Продаём джут на переработку ,25.0,₽/кг.,10000.0,кг.,Текстиль
Открыто,2019-05-02,Продам оконные отходы пвх.,43.0,₽/т.,15.0,т.,Пластик
Открыто,2019-05-02,ПП белый,70.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2019-05-01,Пвд гранулы ,59.0,₽/т.,10.0,т.,Пластик
Открыто,2019-04-30,Продаем Тетра Пак,3.5,₽/кг.,30000.0,кг.,Макулатура
Открыто,2019-04-30,Продаем Бумагу А4 в прессованных кипах,14.0,₽/кг.,25000.0,кг.,Макулатура
Открыто,2019-04-30,"Продаем Пленку, пакеты микс ПНД, ПВД",6.0,₽/кг.,30000.0,кг.,Пластик
Открыто,2019-04-30,Продаем агломерат пп исходник двухстропные бигбеги ***,50.0,₽/кг.,4000.0,кг.,Пластик
Открыто,2019-04-30,Продам банановые коробки,25.0,₽/шт.,180000.0,шт.,Макулатура
Открыто,2019-04-30,Продаю вторичную гранулу пп экструзия,60.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2019-04-30,Продаю вторичную гранулу пнд277,60.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2019-04-30,Продаю вторичную гранулу пп  экструзия,60.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2019-04-30,Биг-беги,16.0,₽/кг.,1000.0,кг.,Пластик
Открыто,2019-04-30,Мешки ПП меловые,13.0,₽/кг.,2000.0,кг.,Пластик
Открыто,2019-03-24,Плёнка пвд ,21.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2019-03-20,Реализуем вторичные гранулы ПНД,62.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2019-03-14,ПВХ обрезки панелей,19.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2019-03-14,Полимерная смесь,27.0,₽/кг.,15000.0,кг.,Пластик
Открыто,2019-03-11," Продаю дробленный полипропилен, жесткий ",50.0,₽/кг.,3000.0,кг.,Пластик
Сделка закрыта,2019-02-28,Сшитый ПВД,20.0,₽/кг.,15000.0,кг.,Пластик
Открыто,2021-07-12,продаю комплект металлоконструкций каркаса цеха,47.0,₽/кг.,468247.0,кг.,Металлы
Открыто,2021-07-09,Ленточные Транспортеры,24000.0,₽/шт.,1.0,шт.,Остальное
Открыто,2021-07-08,Таблички пп,35.0,₽/кг.,2500.0,кг.,Пластик
Открыто,2020-07-20,"Ножи: шредера,дробилки,агломератора,пульвайзера",600.0,₽/шт.,1.0,шт.,Остальное
Открыто,2020-06-29,Продам гранулу SAN.,65.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-06-26,Печенье брак,6.0,₽/кг.,100000.0,т.,Остальное
Открыто,2020-06-25,Стрейч плёнка ,85.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-06-24,ГРАНУЛЫ ПОЛИПРОПИЛЕНА (ПП),1.0,₽/т.,1.0,т.,Пластик
Открыто,2020-06-24,ГРАНУЛА ПВД ЭКСТРУЗИОННАЯ,1.0,₽/кг.,1.0,т.,Пластик
Открыто,2020-06-24,ГРАНУЛА ПВД ЛИТЬЕВАЯ,1.0,₽/кг.,1.0,т.,Пластик
Открыто,2020-06-22,Вторичная гранула ПВД дешево,1.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-06-19,ПНД 273-83,1.0,₽/кг.,8.0,т.,Пластик
Открыто,2020-06-19,первичный ПНД для ДПК,65.0,₽/кг.,18.0,т.,Пластик
Открыто,2020-06-18,Продам ПП 01030 ЛУКОЙЛ,78.0,₽/кг.,200.0,т.,Пластик
Открыто,2019-04-29,Картон,9.0,₽/т.,2.0,т.,Макулатура
Открыто,2019-04-29,Продам стрейч пленку,30.0,₽/т.,1.0,т.,Пластик
Открыто,2019-04-29,Продам целые ПНД канистры,25.0,₽/шт.,210.0,шт.,Пластик
Открыто,2019-04-29,продам Стрейч,32.0,₽/кг.,30000.0,кг.,Пластик
Открыто,2019-04-27,г.Обнинск. Продам Пенопласт.,25.0,₽/кг.,120.0,кг.,Пластик
Открыто,2019-04-26,"Продам отходы пвд, стр, пнд, пп пленок.",22.0,₽/т.,20.0,т.,Пластик
Открыто,2019-04-25,поликарбонат дробленый,120.0,₽/кг.,1300.0,кг.,Пластик
Открыто,2019-04-24,Стеклобой,5.0,₽/кг.,1000.0,кг.,Стекло
Открыто,2019-04-24,Реализуем отходы ванны флотации ПЭТ,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2019-04-23,"ПП мешки прессованные, полипропилен",12.0,₽/кг.,50000.0,кг.,Пластик
Открыто,2019-04-23,пвх листовой,75.0,₽/шт.,600.0,шт.,Пластик
Открыто,2019-04-23,Продам прессованые мешки,30.0,₽/кг.,60000.0,кг.,Пластик
Открыто,2019-04-23,Продам картон до 150т,11.0,₽/кг.,20000.0,кг.,Макулатура
Открыто,2019-04-22,Вторичная гранула пвд,63.0,₽/т.,10.0,т.,Пластик
Открыто,2019-04-22,Продаются паллеты,150.0,₽/шт.,100000000.0,шт.,Дерево
Открыто,2019-04-21,Бутылки пэт,15.0,₽/кг.,100.0,кг.,Пластик
Открыто,2019-04-20,Вторсырье от старых легковых авто,1.0,₽/кг.,1000.0,кг.,Текстиль
Открыто,2019-04-19,Продам мешок из под первички,39.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2019-04-18,Продам гранулу ПНД экструзия,78.0,₽/кг.,1000.0,кг.,Пластик
Открыто,2019-04-18,Продаём агломерат ПВД. ,40.0,₽/кг.,1000.0,кг.,Пластик
Открыто,2019-04-18,Стеклобой зелёный 30тонн,3.0,₽/кг.,30000.0,кг.,Стекло
Сделка закрыта,2019-04-17,продам медную стружку,360.0,₽/кг.,1000.0,кг.,Металлы
Сделка закрыта,2019-04-16,Пэт литник,1000.0,₽/т.,20.0,т.,Пластик
Открыто,2019-04-16,Предприятие продает ПВД и стрейч прессованные,35.0,₽/кг.,2500.0,кг.,Пластик
Открыто,2019-04-16,Предприятие продает ПВД и стрейч прессованные,35.0,₽/кг.,2500.0,кг.,Пластик
Открыто,2019-04-16,"Продам ветошь, отходы производства х/б носков и колготок",50.0,₽/кг.,300.0,кг.,Текстиль
Открыто,2019-04-16,Продаю гранулу пвд+стрейч (смесь),56.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2019-04-16,Продам ПС вспененный,25.0,₽/кг.,2000.0,кг.,Пластик
Открыто,2019-04-16,Чистые отходы ПВД,32.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2019-04-16,Пвх,10.0,₽/кг.,1.0,кг.,Пластик
Открыто,2019-04-12,"продам картонную шпулю (шпульку, втулку) 76мм.",9.0,₽/кг.,4000.0,кг.,Макулатура
Открыто,2019-04-09, Продаю брак производства ПНД крышек ,45.0,₽/кг.,2000.0,кг.,Пластик
Открыто,2019-04-08,продам стрейч пленку,8.0,₽/т.,2.0,т.,Пластик
Открыто,2019-04-08,продам картон ,8.0,₽/т.,2.0,т.,Макулатура
Открыто,2019-04-08,Продам новые батарейки из терминалов для банковских карт ,2500.0,₽/кг.,12.0,кг.,Электроника
Открыто,2019-04-06,ПВХ плёнка мебельная ,17.0,₽/кг.,5.0,кг.,Пластик
Открыто,2019-04-05,Сдам макулатуру россыпью . ,7000.0,₽/кг.,1000.0,кг.,Макулатура
Открыто,2019-04-04,Продаем макулатуру марки МС-5Б,12.0,₽/кг.,20000.0,кг.,Макулатура
Открыто,2019-03-25,Продам Пс натурального цвета,70.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2019-03-24,Баннеры бу ,50.0,₽/кг.,300.0,кг.,Пластик
Открыто,2020-06-18,Полипропилен гранулированный вторичный,1.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-06-18,Первичный ПП 01030,80.0,₽/кг.,200.0,т.,Пластик
Открыто,2020-06-17,продам,1.0,₽/шт.,1.0,кг.,Остальное
Открыто,2020-06-17,PE6PP-32 первичный,85.0,₽/кг.,3500.0,кг.,Пластик
Открыто,2020-06-17,"Приобрету лом ЛАТУНИ (Л96, Л90, Л68, Л63, ЛС59, стружка, шлаки и тд.)",80000.0,₽/т.,2.0,т.,Металлы
Открыто,2020-06-17,Вторичная стрейч плёнка ,71.0,₽/кг.,150.0,т.,Пластик
Открыто,2020-06-16,чистая отсортированная пленка,1.0,₽/кг.,100000.0,кг.,Пластик
Открыто,2020-06-09,"Оборудование б/у для переработки пленки стрейч, ПВД и проч.",1.0,₽/кг.,1.0,кг.,Остальное
Открыто,2020-06-08,Измельченный ПВХ,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-06-08,"ПЭТ дробленный, прозрачный.",1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-06-08,в продаже гранулы от производителя,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-06-04,в наличии пэт бэтылка городской сбор 3  машины ,23.0,₽/кг.,60.0,т.,Пластик
Открыто,2020-06-03,Продам полипропилен на литье,1.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-06-03,Первичная ПНД мука,67.0,₽/кг.,70.0,т.,Пластик
Открыто,2020-06-03,Вторичная гранула полипропилена,1.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-06-03,Тальк ,1.0,₽/кг.,3895.0,кг.,Пластик
Открыто,2020-06-02,ПНД 276 вторичный,1.0,₽/кг.,32000.0,кг.,Пластик
Открыто,2020-06-02,ПНД 273 вторичный,1.0,₽/кг.,86.0,т.,Пластик
Открыто,2020-06-02,Дробленый ПНД ,1.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-06-02,ПЭ2НТ 22-12,93.0,₽/кг.,6.0,т.,Пластик
Открыто,2019-12-11,"Купим отходы стрейч пленки, дорого и без посредников",30.0,₽/кг.,1.0,кг.,Пластик
Открыто,2019-12-02,Раствор содержащий циклогексанон,30000.0,₽/т.,1000.0,т.,Остальное
Открыто,2019-11-27,"Приобретаю отходы,брак,нетканое полотно спанбонда ",45.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2019-11-05,Реализуем пэт плёнку,9.0,₽/кг.,12.0,т.,Пластик
Открыто,2019-11-01,"Продаю регранулят ПП, исходник БОПП пленка - производственный брак!",1.0,₽/кг.,100.0,т.,Пластик
Открыто,2019-11-01,приобрету лом и стружку латуни ,180.0,₽/кг.,2.0,т.,Металлы
Открыто,2019-10-30,Зaкупаем стеклобой (бойстекла) и бой зеркал ,1.0,₽/т.,1.0,т.,Стекло
Открыто,2019-10-30,Зaкупаем стеклобой и бой зеркал,1.0,₽/т.,1.0,т.,Стекло
Открыто,2019-10-30,Зaкупаем стеклобой и бой зеркал,1.0,₽/т.,1.0,т.,Стекло
Открыто,2019-10-30,"ПВД, вторичная гранула",78.0,₽/кг.,20.0,т.,Пластик
Открыто,2019-10-30,ПП вторичная гранула,63.0,₽/кг.,20.0,т.,Пластик
Открыто,2019-10-30,"ПНД-276, вторичная гранула",80.0,₽/кг.,10.0,т.,Пластик
Открыто,2019-10-30,ПП вторичная гранула,82.0,₽/кг.,5.0,т.,Пластик
Открыто,2019-10-30,ПП вторичная гранула,91.0,₽/кг.,20.0,т.,Пластик
Открыто,2019-10-30,ПП вторичная гранула,78.0,₽/кг.,20.0,т.,Пластик
Открыто,2019-10-30,ПП вторичная гранула,60.0,₽/кг.,100.0,т.,Пластик
Открыто,2019-10-30,ПП вторичная гранула,75.0,₽/кг.,100.0,т.,Пластик
Открыто,2019-10-30,ПП вторичная гранула,62.0,₽/кг.,100.0,т.,Пластик
Открыто,2019-10-30,ПП вторичная гранула,63.0,₽/кг.,100.0,т.,Пластик
Открыто,2019-10-28, Продаю нераспашной пресс с усилием прессования 20 тонн ,196600.0,₽/шт.,2.0,шт.,Остальное
Открыто,2020-06-02,Литник полипропилена,1.0,₽/кг.,35.0,т.,Пластик
Открыто,2020-06-02,ПП вторичный черный,1.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-06-02,Дробленый полипропилен ,1.0,₽/кг.,18.0,т.,Пластик
Открыто,2020-06-02,Вториная гранула ПВД,1.0,₽/кг.,20.0,т.,Пластик
Сделка закрыта,2020-05-13,Бочка ПНД 127 литров,200.0,₽/шт.,100.0,шт.,Пластик
Открыто,2020-05-13,Продаем биг беги  целые,150.0,₽/шт.,450.0,шт.,Пластик
Открыто,2020-01-22,Услуги : шредирование,7.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-01-20,Продам  б/у мфу панасоник 2020 и 1900,800.0,₽/шт.,10.0,шт.,Пластик
Открыто,2020-01-09,Литье пластмассовых изделий из полимерных материалов  на пресс-формах Заказчика.,12.0,₽/шт.,1000.0,шт.,Остальное
Открыто,2019-12-18,Вторичная гранула ПП на экструзию.,1.0,₽/кг.,5.0,т.,Пластик
Открыто,2019-12-18,Вторичная гранула ПП. Зеленая.,1.0,₽/кг.,5.0,т.,Пластик
Открыто,2019-12-18,Гранула вторичного ПП,1.0,₽/кг.,5.0,т.,Пластик
Открыто,2019-12-18,Вторичная гранула ПП,1.0,₽/кг.,5.0,т.,Пластик
Открыто,2019-12-18,Продам вторичный ПП,1.0,₽/кг.,5.0,т.,Пластик
Открыто,2019-12-18,Вывозим трубы пнд,50.0,₽/кг.,1.0,кг.,Пластик
Открыто,2019-12-16,Вывезу ПВД пленку,1.0,₽/кг.,30000.0,т.,Пластик
Открыто,2019-12-15,Приём макулатуры и пластика ,6.5,₽/кг.,5.0,т.,Макулатура
Открыто,2019-12-13,продам дробилку для пластика XFS-2840,125000.0,₽/шт.,1.0,шт.,Остальное
Открыто,2019-12-12,Закупаем трубу пнд,60.0,₽/кг.,100.0,т.,Пластик
Открыто,2019-12-11,Прием отходы пнд труб ,30.0,₽/кг.,1.0,кг.,Пластик
Открыто,2021-09-26,ПВХ гранула ОМ-40,85.0,₽/кг.,20.0,т.,Пластик
Открыто,2021-09-26,"Оказываем услугу помола полимеров. пвх, пвд, пнд. дробленку, гранулу и порошок",15.0,₽/кг.,150.0,т.,Пластик
Открыто,2021-09-25,Услуги мойки,10.0,₽/кг.,10.0,т.,Пластик
Открыто,2021-09-23,Отходы пнд прием,40.0,₽/кг.,10.0,т.,Пластик
Открыто,2021-09-23,"Бумага А4, Архивная бумага, белка.",8.0,₽/кг.,5.0,т.,Макулатура
Открыто,2021-09-23,Вторичный ПЭТ агломерат,45.0,₽/кг.,2400.0,кг.,Пластик
Открыто,2021-09-23,Бумага А4 (МС-7Б1) и МС-7Б2,7.0,₽/т.,10.0,т.,Макулатура
Открыто,2021-09-23,Пленка пластик + фольга. 8 тн.,20.0,₽/т.,8.0,т.,Пластик
Открыто,2021-09-03, агломерат ПВД,60.0,₽/кг.,20.0,т.,Пластик
Открыто,2021-08-26,"Красители черные, белые, цветные (мастербатчи) для полимеров ",122.0,₽/кг.,15000.0,кг.,Пластик
Открыто,2021-08-19,Полистирол черный дробленый,90.0,₽/кг.,800.0,кг.,Пластик
Открыто,2021-08-19,Продаю гранулированный полистирол.,100.0,₽/кг.,20.0,т.,Пластик
Открыто,2021-08-15,Гранулы пнд литье,75.0,₽/кг.,3000.0,кг.,Пластик
Открыто,2021-08-13,Отходы ПНД пленок ,100.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2021-08-13,В продаже Абс гранула из чистого брака АБС изделий 10т в месяц. ПТР 20+,170.0,₽/кг.,10.0,т.,Пластик
Открыто,2021-08-13,ПВД плёнка с полей ,22.0,₽/кг.,14.0,т.,Пластик
Открыто,2021-08-13,Пвд плёнка с полей ,22.0,₽/кг.,14.0,т.,Пластик
Открыто,2021-08-13,Продам дробленку ПВХ,32.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2021-08-06,Купим изделия из пп ( ведра и т.д.),50.0,₽/кг.,100.0,т.,Пластик
Открыто,2021-08-06,Купим изделия из пп ( ведра и т.д.),50.0,₽/кг.,100.0,т.,Пластик
Открыто,2019-04-18,Продам ПВД мешки,30.0,₽/кг.,100000000.0,кг.,Пластик
Открыто,2019-04-04,АБС литник,30.0,₽/кг.,3500.0,кг.,Пластик
Открыто,2021-10-23,Акрил,1.0,₽/кг.,10000.0,т.,Пластик
Открыто,2021-10-23,Литник пп про-во биг-бега,45.0,₽/кг.,2000.0,кг.,Пластик
Открыто,2021-10-23,Продам ,45.0,₽/т.,5.0,т.,Пластик
Открыто,2021-10-23,Ящики ПП,25.0,₽/кг.,1000000.0,т.,Пластик
Открыто,2021-10-23,Продам биг беги,150.0,₽/шт.,3000.0,шт.,Пластик
Открыто,2021-10-23,Продам спадбонт,40.0,₽/т.,5.0,т.,Остальное
Открыто,2021-10-23,Продам этикетку ,40.0,₽/т.,7.0,т.,Пластик
Открыто,2021-10-23,Продам гранулу пвд ,100.0,₽/кг.,20.0,т.,Пластик
Открыто,2021-10-23,Продам брак ПП стаканчиков. ,50.0,₽/кг.,3.0,т.,Пластик
Открыто,2021-10-23,Продам мягкий ПВХ на переработку. ,100.0,₽/кг.,6.0,т.,Пластик
Открыто,2021-10-23,АБС,90.0,₽/кг.,1600.0,кг.,Пластик
Открыто,2021-10-22,Пп ведро не пресованнное,50.0,₽/кг.,70.0,т.,Пластик
Открыто,2021-10-22,Продам дробленную ПЭТ бутылку микс,60.0,₽/кг.,7.0,т.,Пластик
Открыто,2021-10-14,"Вывозим  макулатуру 7б1 , архив , белую бумагу .",19.0,₽/кг.,100.0,т.,Макулатура
Открыто,2021-10-13,ПВД молочный вкладыш из биг бэга,50.0,₽/кг.,200.0,т.,Пластик
Открыто,2021-10-07,"Переработка пластика - дробление, гранулирование, компаундирование, помол.",8.0,₽/кг.,500.0,т.,Пластик
Открыто,2021-09-27,ПП белый.,20.0,₽/кг.,3000.0,кг.,Пластик
Открыто,2021-09-27,Отходы пп,50.0,₽/кг.,1000.0,кг.,Пластик
Открыто,2021-08-06,"Продам акрил прозрачный натуральный цвет 1500 кг, 300 кг прозрачный зелёный. 45 руб нал самовывоз д. Ерино",45.0,₽/кг.,1800.0,кг.,Пластик
Открыто,2021-08-06,"Продам ПВХ коррекс/высечка 35 руб нал самовывоз 1700 кг, д. Ерино. ",35.0,₽/кг.,1700.0,кг.,Пластик
Открыто,2021-08-06,"Продам ПВД плёнку в роликах прозрачную 2т, срезы с роликов цветные +прозрачные 50/50 -2т, мешки от первички -3т. 55 бн без НДС самовывоз, д. Ерино",55.0,₽/кг.,7000.0,кг.,Пластик
Открыто,2021-08-06,"Продам стрейч чистый сортированный от бумаги, скотча, сухой. 10 т 54 бн без НДС. самовывоз д.Ерино",54.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2021-08-06,Продам ПЭТ кулер 5500 кг+1000 кг бутылка микс 35 руб нал самовывоз д. Ерино. Объём на фуру,35.0,₽/кг.,6500.0,кг.,Пластик
Открыто,2021-08-06,Мешки ПП,13.0,₽/кг.,60000.0,кг.,Пластик
Открыто,2021-08-02,ПЛАСТИКАТ ПВХ жидкий под пр-во шлангов и подошв,25.0,₽/кг.,15.0,кг.,Пластик
Открыто,2021-07-20,Продам обрезки синтепона ,80.0,₽/кг.,850.0,кг.,Текстиль
Открыто,2021-06-09,Плёнка Пвд микс,17.0,₽/кг.,7.0,кг.,Пластик
Открыто,2021-05-25,Отходы трансформаторов с пентахлордифенилом,1.0,₽/т.,5.0,т.,Остальное
Открыто,2021-05-24,Полипропиленовая труба (куски),10000.0,₽/шт.,1.0,шт.,Пластик
Открыто,2021-05-24,Радиаторы,1500.0,₽/шт.,68.0,шт.,Металлы
Открыто,2021-05-24,Купим Отходы поролона синтепона халафайбера ,20.0,₽/кг.,1.0,кг.,Текстиль
Открыто,2021-05-24,Отходы пнд,40.0,₽/кг.,1500.0,кг.,Пластик
Открыто,2021-05-24,Отходы пнд,30.0,₽/кг.,2000.0,кг.,Пластик
Открыто,2021-05-24,Отходы пнд,70.0,₽/кг.,2000.0,кг.,Пластик
Открыто,2021-05-24,Стекловата,1.0,₽/кг.,1000.0,куб.,Остальное
Открыто,2021-05-24,Резиновые чипсы,4500.0,₽/т.,20.0,т.,Резина
Открыто,2021-05-17,Отходы мешка пп ,17.0,₽/кг.,500.0,кг.,Пластик
Открыто,2021-05-17,Биотуалеты,30.0,₽/кг.,800.0,кг.,Пластик
Открыто,2019-10-28, Продаю компактный не распашной пресс с усилием 24 тонны и шагающей плитой ,235950.0,₽/шт.,2.0,шт.,Остальное
Открыто,2019-10-28, Продаю производственный пресс с усилием прессования 45 тонн ,465750.0,₽/шт.,1.0,шт.,Остальное
Открыто,2019-10-27,Пласик микс более 20видов,18.0,₽/кг.,300.0,кг.,Пластик
Открыто,2019-10-24,"ПНД-293, вторичная гранула",80.0,₽/кг.,40.0,т.,Пластик
Открыто,2019-10-24,"ПНД-276, вторичная гранула",80.0,₽/кг.,40.0,т.,Пластик
Открыто,2019-10-24,ПП вторичная гранула,62.0,₽/кг.,40.0,т.,Пластик
Открыто,2019-10-24,ПП вторичная гранула,72.0,₽/кг.,100.0,т.,Пластик
Открыто,2019-10-24,"ПВД-153, вторичная гранула",78.0,₽/кг.,20.0,т.,Пластик
Открыто,2019-10-24,ПВД вторичная гранула,78.0,₽/кг.,20.0,т.,Пластик
Открыто,2019-10-24,ПП вторичная гранула,75.0,₽/кг.,10.0,т.,Пластик
Открыто,2019-10-24,ПП вторичная гранула,82.0,₽/кг.,20.0,т.,Пластик
Открыто,2019-10-24,ПП вторичная гранула,60.0,₽/кг.,40.0,т.,Пластик
Открыто,2019-10-24,ПП вторичная гранула,75.0,₽/кг.,40.0,т.,Пластик
Открыто,2019-10-24,ПП вторичная гранула,63.0,₽/кг.,60.0,т.,Пластик
Открыто,2019-10-24,ПП вторичная гранула,75.0,₽/кг.,40.0,т.,Пластик
Открыто,2019-10-24,ПП вторичная гранула,89.0,₽/кг.,40.0,т.,Пластик
Открыто,2019-10-24,ПП вторичная гранула,90.0,₽/кг.,200.0,т.,Пластик
Открыто,2019-10-23,ПЭТ Прозрачный+Голубой,25.0,₽/кг.,17.0,т.,Пластик
Открыто,2019-10-23,"ПНД-276, вторичная гранула",80.0,₽/кг.,40.0,т.,Пластик
Открыто,2019-10-23,"ПВД, вторичная гранула.",78.0,₽/кг.,40.0,т.,Пластик
Открыто,2019-10-23,"ПНД-277, вторичная гранула.",63.0,₽/кг.,20.0,т.,Пластик
Открыто,2019-10-23,ПП вторичная гранула.,93.0,₽/кг.,40.0,т.,Пластик
Открыто,2019-10-23,ПП вторичная гранула,63.0,₽/кг.,40000.0,кг.,Пластик
Открыто,2019-07-29,продам Картон мс-5Б,9.0,₽/кг.,20000.0,кг.,Макулатура
Открыто,2019-07-15,"Изготавливаем : ножи для Шредера,ножи для  дробилок ,ножи для агломератора .",1.0,₽/т.,1.0,т.,Металлы
Открыто,2019-07-12,"ПЭНД, ПЭВД, полиэтилен, Полистирол, Полипропилен",32.0,₽/кг.,30.0,т.,Пластик
Открыто,2019-07-12,Продам вторичную гранулу,50.0,₽/шт.,50.0,т.,Пластик
Открыто,2019-07-08,шредированние документов,0,₽,500.0,кг.,Макулатура
Открыто,2019-07-08,Вторичная ПНД гранула литьевая и экструзионная ,50.0,₽/кг.,100.0,т.,Пластик
Открыто,2019-05-17,Скотч ,12.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2019-05-13,"сечку ПЭТ, отходы ванн флотации",1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2019-04-25,куплю поддоны б у,100.0,₽/шт.,1.0,шт.,Дерево
Открыто,2019-04-25,ПВД стрейч микс,27.0,₽/кг.,14000.0,кг.,Пластик
Открыто,2019-04-24,20 тонн полистирол продам постоянный обьем,68.0,₽/т.,20.0,т.,Пластик
Открыто,2019-04-24,Продаю обрезки ПВХ пленки,16.0,₽/кг.,30000.0,кг.,Пластик
Открыто,2019-04-24,Продаю прозрачную ПВД пленку,33.0,₽/кг.,7000.0,кг.,Пластик
Открыто,2019-04-24,Продаю брак производства ПВД мед тюбика,54.0,₽/кг.,8000.0,кг.,Пластик
Открыто,2019-04-24,продам ПП дорожные щетки,20.0,₽/кг.,4000.0,кг.,Пластик
Открыто,2019-04-23,Продам бахилы,18.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2019-04-19,Продаю чистые отходы стрейч пленки,37.0,₽/кг.,25000.0,кг.,Пластик
Открыто,2021-05-17,Биотуалеты,30.0,₽/кг.,800.0,кг.,Пластик
Открыто,2021-05-17,Биотуалеты,30.0,₽/кг.,800.0,кг.,Пластик
Открыто,2021-05-17,Биотуалеты,30.0,₽/кг.,800.0,кг.,Пластик
Открыто,2021-05-17,ПНД плёнка под мойку,40.0,₽/кг.,2.0,т.,Пластик
